call_id,caller_person_id,receiver_person_id,timestamp,duration_seconds,call_type
CALL_02710,SYN_P_0834,SYN_P_0107,2025-07-15 05:23:00,421,missed
CALL_02711,SYN_P_0719,SYN_P_0453,2024-01-28 14:11:00,1494,voice
CALL_02712,SYN_P_0045,SYN_P_0163,2024-07-24 18:52:00,919,conference
CALL_02713,SYN_P_0773,SYN_P_0683,2024-05-02 10:04:00,1671,conference
CALL_02714,SYN_P_0427,SYN_P_0004,2025-03-04 02:09:00,1336,conference
CALL_02715,SYN_P_0756,SYN_P_0302,2025-12-14 05:08:00,961,missed
CALL_02716,SYN_P_0771,SYN_P_0973,2024-03-12 00:43:00,462,missed
CALL_02717,SYN_P_0671,SYN_P_0850,2024-08-01 14:52:00,125,voice
CALL_02718,SYN_P_0866,SYN_P_0442,2025-01-04 12:29:00,642,conference
CALL_02719,SYN_P_0577,SYN_P_0433,2025-01-10 23:31:00,845,conference
CALL_02720,SYN_P_0774,SYN_P_0501,2024-12-04 18:58:00,234,conference
CALL_02721,SYN_P_0148,SYN_P_0309,2024-10-12 16:51:00,475,missed
CALL_02722,SYN_P_0901,SYN_P_0864,2024-05-09 06:59:00,996,conference
CALL_02723,SYN_P_0098,SYN_P_0919,2024-11-16 03:59:00,1736,voice
CALL_02724,SYN_P_0915,SYN_P_0618,2025-02-11 16:37:00,1794,missed
CALL_02725,SYN_P_0945,SYN_P_0946,2025-09-15 07:57:00,374,conference
CALL_02726,SYN_P_0847,SYN_P_0279,2025-07-19 05:55:00,521,missed
CALL_02727,SYN_P_0911,SYN_P_0642,2024-02-29 21:57:00,1063,conference
CALL_02728,SYN_P_1001,SYN_P_1016,2025-01-20 21:14:00,1624,missed
CALL_02729,SYN_P_0767,SYN_P_0559,2025-02-21 18:17:00,1351,voice
CALL_02730,SYN_P_0585,SYN_P_1029,2025-05-01 20:00:00,303,conference
CALL_02731,SYN_P_0726,SYN_P_0390,2025-10-11 17:12:00,1555,missed
CALL_02732,SYN_P_0520,SYN_P_0057,2024-12-15 13:31:00,995,missed
CALL_02733,SYN_P_0954,SYN_P_0860,2025-11-23 05:37:00,596,voice
CALL_02734,SYN_P_0544,SYN_P_0308,2024-02-02 19:23:00,1794,missed
CALL_02735,SYN_P_0863,SYN_P_0957,2025-05-31 13:21:00,184,missed
CALL_02736,SYN_P_0912,SYN_P_0719,2024-10-17 20:45:00,630,voice
CALL_02737,SYN_P_0156,SYN_P_0650,2025-11-17 05:05:00,1589,voice
CALL_02738,SYN_P_0426,SYN_P_0122,2024-03-25 17:50:00,1635,voice
CALL_02739,SYN_P_0096,SYN_P_0569,2024-02-18 18:48:00,1650,missed
CALL_02740,SYN_P_0764,SYN_P_0816,2025-06-04 00:26:00,1506,conference
CALL_02741,SYN_P_0308,SYN_P_0496,2025-02-27 01:52:00,1499,missed
CALL_02742,SYN_P_0704,SYN_P_0501,2025-04-30 17:47:00,1360,conference
CALL_02743,SYN_P_0866,SYN_P_0749,2024-12-24 06:23:00,720,voice
CALL_02744,SYN_P_0411,SYN_P_0267,2025-08-22 11:05:00,900,voice
CALL_02745,SYN_P_0028,SYN_P_0076,2025-01-13 23:38:00,975,voice
CALL_02746,SYN_P_0162,SYN_P_0144,2024-03-28 06:42:00,1526,voice
CALL_02747,SYN_P_0631,SYN_P_0741,2025-09-05 17:31:00,179,voice
CALL_02748,SYN_P_1028,SYN_P_0818,2025-04-02 19:36:00,184,voice
CALL_02749,SYN_P_0209,SYN_P_0652,2024-11-09 04:04:00,1553,missed
CALL_02750,SYN_P_0567,SYN_P_0823,2025-09-12 23:14:00,176,missed
CALL_02751,SYN_P_0628,SYN_P_0964,2025-10-15 10:24:00,890,voice
CALL_02752,SYN_P_0837,SYN_P_0998,2024-01-01 02:05:00,594,conference
CALL_02753,SYN_P_0946,SYN_P_0843,2025-08-05 09:21:00,1394,conference
CALL_02754,SYN_P_0786,SYN_P_0302,2024-01-24 01:02:00,1536,missed
CALL_02755,SYN_P_0273,SYN_P_0756,2025-08-11 12:52:00,722,conference
CALL_02756,SYN_P_0768,SYN_P_0035,2024-04-08 17:45:00,585,conference
CALL_02757,SYN_P_0337,SYN_P_0477,2024-12-03 05:30:00,27,conference
CALL_02758,SYN_P_0370,SYN_P_0381,2025-12-23 21:43:00,885,missed
CALL_02759,SYN_P_0036,SYN_P_0647,2025-02-09 05:10:00,1736,missed
CALL_02760,SYN_P_0496,SYN_P_0865,2024-09-11 11:26:00,338,voice
CALL_02761,SYN_P_0519,SYN_P_0113,2025-05-31 08:32:00,157,voice
CALL_02762,SYN_P_0181,SYN_P_0796,2025-07-01 17:31:00,86,missed
CALL_02763,SYN_P_0993,SYN_P_0630,2025-10-18 21:56:00,1796,voice
CALL_02764,SYN_P_0437,SYN_P_0185,2025-01-03 22:32:00,949,conference
CALL_02765,SYN_P_1025,SYN_P_0696,2024-09-01 04:07:00,554,missed
CALL_02766,SYN_P_0613,SYN_P_0620,2024-07-05 16:59:00,25,voice
CALL_02767,SYN_P_0671,SYN_P_0538,2025-02-14 17:31:00,231,voice
CALL_02768,SYN_P_0341,SYN_P_0463,2025-12-01 06:57:00,1341,voice
CALL_02769,SYN_P_0732,SYN_P_0169,2025-08-14 16:46:00,867,missed
CALL_02770,SYN_P_1018,SYN_P_0982,2025-03-16 11:15:00,215,voice
CALL_02771,SYN_P_0185,SYN_P_0417,2025-06-17 17:00:00,176,conference
CALL_02772,SYN_P_0385,SYN_P_0018,2024-07-24 20:41:00,747,conference
CALL_02773,SYN_P_0766,SYN_P_0401,2025-01-24 15:03:00,876,missed
CALL_02774,SYN_P_0161,SYN_P_0716,2024-11-01 21:20:00,1293,conference
CALL_02775,SYN_P_0747,SYN_P_0344,2024-06-22 04:48:00,1021,conference
CALL_02776,SYN_P_0672,SYN_P_0704,2024-03-25 07:15:00,1676,conference
CALL_02777,SYN_P_0622,SYN_P_0156,2024-09-05 18:12:00,1154,missed
CALL_02778,SYN_P_0677,SYN_P_0740,2024-06-10 01:49:00,791,missed
CALL_02779,SYN_P_0707,SYN_P_0365,2024-11-09 07:24:00,1121,voice
CALL_02780,SYN_P_0199,SYN_P_0452,2025-03-28 23:56:00,1110,conference
CALL_02781,SYN_P_0188,SYN_P_0085,2024-03-21 19:25:00,421,conference
CALL_02782,SYN_P_0134,SYN_P_0529,2025-07-14 22:59:00,407,missed
CALL_02783,SYN_P_0261,SYN_P_0355,2025-03-30 00:41:00,341,voice
CALL_02784,SYN_P_0758,SYN_P_0949,2024-12-18 16:11:00,1582,voice
CALL_02785,SYN_P_0209,SYN_P_0356,2024-04-02 04:59:00,1074,missed
CALL_02786,SYN_P_0317,SYN_P_0968,2024-10-08 08:32:00,624,voice
CALL_02787,SYN_P_0179,SYN_P_0606,2025-08-07 20:08:00,200,voice
CALL_02788,SYN_P_0511,SYN_P_0172,2025-04-29 00:07:00,1333,missed
CALL_02789,SYN_P_0743,SYN_P_0401,2024-03-19 14:31:00,148,missed
CALL_02790,SYN_P_0458,SYN_P_0080,2024-10-03 10:18:00,140,missed
CALL_02791,SYN_P_0608,SYN_P_0022,2025-10-17 00:57:00,923,conference
CALL_02792,SYN_P_0181,SYN_P_0205,2024-03-10 02:35:00,1282,conference
CALL_02793,SYN_P_0835,SYN_P_0739,2025-03-17 09:23:00,1379,missed
CALL_02794,SYN_P_0655,SYN_P_0936,2025-08-15 09:53:00,1538,conference
CALL_02795,SYN_P_0886,SYN_P_0487,2025-03-20 19:26:00,686,missed
CALL_02796,SYN_P_0246,SYN_P_0377,2024-05-23 03:09:00,309,missed
CALL_02797,SYN_P_0547,SYN_P_0699,2024-08-10 09:17:00,132,missed
CALL_02798,SYN_P_0629,SYN_P_0169,2024-05-29 23:22:00,66,missed
CALL_02799,SYN_P_0215,SYN_P_0784,2025-07-08 04:40:00,1433,conference
CALL_02800,SYN_P_0192,SYN_P_0036,2024-03-26 17:46:00,1563,conference
CALL_02801,SYN_P_0272,SYN_P_0328,2024-12-30 04:11:00,294,conference
CALL_02802,SYN_P_0253,SYN_P_0829,2024-07-24 22:07:00,874,conference
CALL_02803,SYN_P_0258,SYN_P_0312,2024-05-01 22:10:00,1316,missed
CALL_02804,SYN_P_0729,SYN_P_0824,2024-09-05 07:22:00,1351,missed
CALL_02805,SYN_P_0782,SYN_P_0300,2024-02-14 09:14:00,1103,voice
CALL_02806,SYN_P_0555,SYN_P_1017,2024-05-05 18:09:00,1547,voice
CALL_02807,SYN_P_0023,SYN_P_0708,2024-12-01 12:52:00,304,conference
CALL_02808,SYN_P_0721,SYN_P_1009,2024-07-07 14:34:00,1576,voice
CALL_02809,SYN_P_0934,SYN_P_0101,2024-10-20 01:44:00,343,voice
CALL_02810,SYN_P_0063,SYN_P_0096,2025-11-05 17:35:00,1751,missed
CALL_02811,SYN_P_0696,SYN_P_1011,2024-07-06 14:30:00,540,voice
CALL_02812,SYN_P_0949,SYN_P_0251,2024-07-29 19:18:00,1269,missed
CALL_02813,SYN_P_0181,SYN_P_0605,2025-05-02 09:48:00,401,conference
CALL_02814,SYN_P_0092,SYN_P_0679,2024-02-03 14:17:00,1466,voice
CALL_02815,SYN_P_0819,SYN_P_0033,2025-07-07 13:34:00,109,missed
CALL_02816,SYN_P_0059,SYN_P_0356,2024-09-21 22:52:00,556,voice
CALL_02817,SYN_P_0858,SYN_P_0735,2025-03-13 12:59:00,997,missed
CALL_02818,SYN_P_0924,SYN_P_0818,2025-05-11 17:05:00,105,conference
CALL_02819,SYN_P_0048,SYN_P_0527,2024-05-01 12:08:00,1319,conference
CALL_02820,SYN_P_1035,SYN_P_0677,2025-09-26 11:07:00,823,conference
CALL_02821,SYN_P_0532,SYN_P_0419,2024-02-21 09:01:00,212,missed
CALL_02822,SYN_P_0675,SYN_P_0726,2025-09-20 07:03:00,1669,voice
CALL_02823,SYN_P_0452,SYN_P_1008,2025-10-06 20:53:00,1510,missed
CALL_02824,SYN_P_0712,SYN_P_0872,2024-12-12 02:38:00,171,voice
CALL_02825,SYN_P_0798,SYN_P_0108,2025-08-29 20:23:00,1345,voice
CALL_02826,SYN_P_0283,SYN_P_0048,2024-05-08 10:15:00,220,conference
CALL_02827,SYN_P_0397,SYN_P_0783,2024-01-14 06:49:00,592,missed
CALL_02828,SYN_P_0568,SYN_P_0916,2024-04-25 23:40:00,1563,conference
CALL_02829,SYN_P_0032,SYN_P_0439,2024-01-25 06:52:00,444,missed
CALL_02830,SYN_P_0249,SYN_P_0526,2025-04-14 21:30:00,1514,voice
CALL_02831,SYN_P_0346,SYN_P_0594,2025-03-24 14:46:00,170,conference
CALL_02832,SYN_P_0250,SYN_P_0532,2025-10-31 08:14:00,1676,conference
CALL_02833,SYN_P_0098,SYN_P_0741,2024-12-05 20:28:00,650,missed
CALL_02834,SYN_P_0263,SYN_P_0491,2025-06-05 23:14:00,210,conference
CALL_02835,SYN_P_0838,SYN_P_0972,2024-11-09 04:38:00,1329,voice
CALL_02836,SYN_P_0679,SYN_P_0453,2024-07-02 15:19:00,1366,conference
CALL_02837,SYN_P_0807,SYN_P_1011,2024-01-12 09:33:00,1674,conference
CALL_02838,SYN_P_0524,SYN_P_0828,2025-08-25 17:51:00,1729,missed
CALL_02839,SYN_P_0779,SYN_P_0306,2024-08-30 22:02:00,772,conference
CALL_02840,SYN_P_0381,SYN_P_0326,2024-08-27 22:25:00,1488,conference
CALL_02841,SYN_P_0004,SYN_P_0227,2024-11-13 23:19:00,335,voice
CALL_02842,SYN_P_0765,SYN_P_0430,2024-03-01 18:43:00,914,conference
CALL_02843,SYN_P_0703,SYN_P_0875,2025-03-10 00:45:00,1415,missed
CALL_02844,SYN_P_0994,SYN_P_0839,2025-12-22 04:48:00,1048,voice
CALL_02845,SYN_P_0818,SYN_P_0571,2025-04-16 18:47:00,1661,conference
CALL_02846,SYN_P_0449,SYN_P_0983,2025-01-26 11:16:00,1523,missed
CALL_02847,SYN_P_0667,SYN_P_0973,2025-05-02 11:24:00,320,voice
CALL_02848,SYN_P_0474,SYN_P_0732,2024-10-19 05:47:00,186,missed
CALL_02849,SYN_P_0661,SYN_P_0706,2025-04-25 05:42:00,1248,conference
CALL_02850,SYN_P_0325,SYN_P_1031,2025-12-12 11:52:00,582,conference
CALL_02851,SYN_P_0937,SYN_P_0567,2024-05-06 16:22:00,1424,voice
CALL_02852,SYN_P_0597,SYN_P_0791,2024-08-15 21:43:00,897,missed
CALL_02853,SYN_P_0662,SYN_P_0247,2024-06-20 13:58:00,1637,conference
CALL_02854,SYN_P_1010,SYN_P_0870,2025-01-09 12:48:00,705,voice
CALL_02855,SYN_P_0550,SYN_P_0833,2025-06-01 20:51:00,1632,missed
CALL_02856,SYN_P_0148,SYN_P_0734,2025-09-26 17:22:00,656,voice
CALL_02857,SYN_P_0826,SYN_P_0903,2025-09-13 12:37:00,506,conference
CALL_02858,SYN_P_0017,SYN_P_0103,2024-10-27 19:16:00,738,conference
CALL_02859,SYN_P_1033,SYN_P_0377,2024-03-29 20:59:00,1730,voice
CALL_02860,SYN_P_0812,SYN_P_0393,2024-02-24 19:35:00,195,conference
CALL_02861,SYN_P_0671,SYN_P_0974,2024-08-14 01:48:00,373,missed
CALL_02862,SYN_P_0297,SYN_P_0259,2025-02-12 21:25:00,1575,conference
CALL_02863,SYN_P_0441,SYN_P_0626,2024-08-31 18:48:00,1002,missed
CALL_02864,SYN_P_0841,SYN_P_0100,2025-01-04 23:20:00,912,conference
CALL_02865,SYN_P_0101,SYN_P_0170,2024-02-18 21:55:00,582,voice
CALL_02866,SYN_P_0418,SYN_P_0403,2025-03-12 22:10:00,1153,voice
CALL_02867,SYN_P_0148,SYN_P_0684,2024-11-15 04:40:00,918,conference
CALL_02868,SYN_P_0496,SYN_P_0768,2025-08-04 06:40:00,839,conference
CALL_02869,SYN_P_0996,SYN_P_0214,2025-05-18 18:47:00,688,missed
CALL_02870,SYN_P_0559,SYN_P_0854,2024-01-23 23:17:00,726,voice
CALL_02871,SYN_P_0316,SYN_P_0805,2024-02-29 13:39:00,1279,missed
CALL_02872,SYN_P_0993,SYN_P_0548,2025-08-09 18:23:00,1316,conference
CALL_02873,SYN_P_0283,SYN_P_1016,2024-07-17 02:41:00,118,conference
CALL_02874,SYN_P_0682,SYN_P_0423,2025-07-29 09:19:00,1446,missed
CALL_02875,SYN_P_0129,SYN_P_0220,2024-08-11 01:13:00,1475,conference
CALL_02876,SYN_P_0715,SYN_P_0838,2025-10-09 06:33:00,1533,conference
CALL_02877,SYN_P_0315,SYN_P_1027,2025-06-14 17:46:00,1531,voice
CALL_02878,SYN_P_0350,SYN_P_0176,2025-06-04 12:37:00,677,conference
CALL_02879,SYN_P_0446,SYN_P_0504,2024-01-29 13:25:00,1399,missed
CALL_02880,SYN_P_0930,SYN_P_0697,2025-04-11 01:42:00,1144,voice
CALL_02881,SYN_P_0183,SYN_P_0326,2025-07-16 13:22:00,393,missed
CALL_02882,SYN_P_0533,SYN_P_0446,2025-06-23 23:43:00,834,missed
CALL_02883,SYN_P_0547,SYN_P_0591,2025-07-29 21:04:00,25,missed
CALL_02884,SYN_P_0046,SYN_P_0985,2025-05-15 02:29:00,188,conference
CALL_02885,SYN_P_0205,SYN_P_1034,2024-04-04 04:31:00,954,missed
CALL_02886,SYN_P_0768,SYN_P_0759,2024-04-09 19:00:00,333,conference
CALL_02887,SYN_P_0568,SYN_P_0613,2024-05-19 18:39:00,1645,missed
CALL_02888,SYN_P_0339,SYN_P_0695,2024-10-27 00:31:00,1396,voice
CALL_02889,SYN_P_0880,SYN_P_0565,2024-09-16 00:03:00,1084,conference
CALL_02890,SYN_P_0501,SYN_P_0689,2025-11-24 00:49:00,577,missed
CALL_02891,SYN_P_0912,SYN_P_0890,2025-05-25 11:02:00,796,missed
CALL_02892,SYN_P_0076,SYN_P_0986,2024-01-28 07:04:00,760,missed
CALL_02893,SYN_P_0621,SYN_P_0540,2024-11-02 04:39:00,1327,missed
CALL_02894,SYN_P_0456,SYN_P_0885,2025-11-16 13:55:00,1366,missed
CALL_02895,SYN_P_0209,SYN_P_0689,2025-08-20 20:57:00,1659,conference
CALL_02896,SYN_P_0358,SYN_P_0289,2024-01-04 21:25:00,1719,conference
CALL_02897,SYN_P_0545,SYN_P_0111,2025-12-10 01:34:00,849,conference
CALL_02898,SYN_P_0494,SYN_P_0612,2024-06-12 22:01:00,728,voice
CALL_02899,SYN_P_0738,SYN_P_0950,2025-11-10 13:35:00,275,voice
CALL_02900,SYN_P_0098,SYN_P_0225,2024-06-28 05:35:00,702,conference
CALL_02901,SYN_P_0517,SYN_P_0947,2025-10-24 10:18:00,1778,voice
CALL_02902,SYN_P_0590,SYN_P_0539,2024-12-16 02:18:00,1378,voice
CALL_02903,SYN_P_0538,SYN_P_0991,2024-07-13 09:52:00,374,missed
CALL_02904,SYN_P_0749,SYN_P_0960,2025-12-29 21:05:00,709,missed
CALL_02905,SYN_P_0522,SYN_P_0213,2024-11-21 03:10:00,721,missed
CALL_02906,SYN_P_1000,SYN_P_0633,2024-05-18 16:33:00,825,conference
CALL_02907,SYN_P_0674,SYN_P_0767,2025-11-11 23:33:00,458,conference
CALL_02908,SYN_P_0644,SYN_P_0311,2024-12-12 07:16:00,1782,voice
CALL_02909,SYN_P_0752,SYN_P_0764,2025-05-24 00:32:00,1151,voice
CALL_02910,SYN_P_0705,SYN_P_0996,2025-03-14 23:06:00,1725,missed
CALL_02911,SYN_P_0742,SYN_P_1028,2024-05-22 07:35:00,1358,missed
CALL_02912,SYN_P_0825,SYN_P_0091,2024-08-14 07:03:00,1632,conference
CALL_02913,SYN_P_0538,SYN_P_0241,2024-10-08 16:24:00,860,voice
CALL_02914,SYN_P_0489,SYN_P_0438,2025-03-15 17:58:00,929,voice
CALL_02915,SYN_P_0616,SYN_P_0038,2025-11-08 05:25:00,228,missed
CALL_02916,SYN_P_0821,SYN_P_0911,2024-05-19 20:00:00,541,conference
CALL_02917,SYN_P_1010,SYN_P_1002,2024-12-23 14:50:00,615,voice
CALL_02918,SYN_P_0716,SYN_P_0655,2025-05-10 05:27:00,105,conference
CALL_02919,SYN_P_0444,SYN_P_1023,2025-02-16 17:35:00,783,conference
CALL_02920,SYN_P_0825,SYN_P_0076,2024-06-27 15:19:00,965,voice
CALL_02921,SYN_P_0392,SYN_P_0796,2024-05-26 18:16:00,59,voice
CALL_02922,SYN_P_0943,SYN_P_0713,2024-02-15 11:54:00,1369,voice
CALL_02923,SYN_P_0215,SYN_P_0898,2024-02-21 08:37:00,804,missed
CALL_02924,SYN_P_0553,SYN_P_0069,2025-12-12 23:38:00,1132,missed
CALL_02925,SYN_P_0365,SYN_P_0641,2025-04-02 00:39:00,1412,voice
CALL_02926,SYN_P_0815,SYN_P_0320,2024-06-08 23:15:00,1554,missed
CALL_02927,SYN_P_0485,SYN_P_0869,2025-10-10 07:48:00,842,conference
CALL_02928,SYN_P_0512,SYN_P_0723,2024-10-15 06:34:00,1639,missed
CALL_02929,SYN_P_0997,SYN_P_0492,2025-06-19 23:02:00,1399,missed
CALL_02930,SYN_P_0835,SYN_P_0094,2025-12-13 05:31:00,138,missed
CALL_02931,SYN_P_0263,SYN_P_0273,2024-11-08 05:46:00,573,voice
CALL_02932,SYN_P_0438,SYN_P_0473,2025-05-18 00:48:00,1699,voice
CALL_02933,SYN_P_0398,SYN_P_0015,2024-04-18 08:50:00,577,voice
CALL_02934,SYN_P_0097,SYN_P_0959,2025-03-27 07:21:00,357,missed
CALL_02935,SYN_P_0635,SYN_P_0465,2025-09-21 10:56:00,849,conference
CALL_02936,SYN_P_0461,SYN_P_0643,2025-11-29 17:40:00,1478,conference
CALL_02937,SYN_P_0848,SYN_P_0905,2024-04-01 02:28:00,1442,missed
CALL_02938,SYN_P_0046,SYN_P_0402,2024-01-17 00:36:00,1380,voice
CALL_02939,SYN_P_0935,SYN_P_0468,2025-06-14 09:53:00,1605,conference
CALL_02940,SYN_P_0895,SYN_P_0748,2024-08-11 08:35:00,818,voice
CALL_02941,SYN_P_0357,SYN_P_0702,2024-09-21 07:00:00,1390,missed
CALL_02942,SYN_P_0486,SYN_P_0965,2025-01-20 02:01:00,1469,voice
CALL_02943,SYN_P_0290,SYN_P_1038,2025-07-22 11:22:00,898,conference
CALL_02944,SYN_P_0213,SYN_P_0182,2024-07-02 20:57:00,1396,voice
CALL_02945,SYN_P_0402,SYN_P_0341,2024-04-20 00:58:00,560,conference
CALL_02946,SYN_P_0341,SYN_P_0661,2024-08-19 15:47:00,1668,missed
CALL_02947,SYN_P_0170,SYN_P_0222,2025-12-13 11:53:00,1637,conference
CALL_02948,SYN_P_0301,SYN_P_0683,2025-03-21 20:09:00,827,missed
CALL_02949,SYN_P_0925,SYN_P_0541,2025-02-01 08:44:00,793,missed
CALL_02950,SYN_P_0440,SYN_P_0371,2025-06-29 19:40:00,1425,missed
CALL_02951,SYN_P_0574,SYN_P_0587,2024-04-21 06:45:00,244,conference
CALL_02952,SYN_P_0200,SYN_P_0702,2024-05-04 06:25:00,457,missed
CALL_02953,SYN_P_0922,SYN_P_0385,2024-01-27 15:17:00,1427,missed
CALL_02954,SYN_P_0296,SYN_P_0119,2024-10-27 02:55:00,1151,conference
CALL_02955,SYN_P_0206,SYN_P_0444,2025-10-09 10:28:00,1735,conference
CALL_02956,SYN_P_0879,SYN_P_0617,2024-05-25 05:21:00,1119,missed
CALL_02957,SYN_P_1018,SYN_P_0165,2025-01-13 21:37:00,802,conference
CALL_02958,SYN_P_0276,SYN_P_0340,2024-02-10 15:13:00,172,missed
CALL_02959,SYN_P_0500,SYN_P_0407,2024-12-19 19:09:00,682,missed
CALL_02960,SYN_P_0123,SYN_P_0200,2024-06-11 01:56:00,398,missed
CALL_02961,SYN_P_0347,SYN_P_0425,2025-07-20 18:23:00,43,voice
CALL_02962,SYN_P_0004,SYN_P_0987,2025-07-29 02:29:00,616,missed
CALL_02963,SYN_P_0989,SYN_P_0095,2024-01-16 09:20:00,883,conference
CALL_02964,SYN_P_0990,SYN_P_0892,2024-06-06 21:06:00,1133,voice
CALL_02965,SYN_P_0953,SYN_P_0773,2024-07-29 06:29:00,1536,conference
CALL_02966,SYN_P_0765,SYN_P_0006,2025-12-04 16:27:00,882,conference
CALL_02967,SYN_P_0989,SYN_P_0135,2025-08-28 21:30:00,399,voice
CALL_02968,SYN_P_1022,SYN_P_0302,2024-03-01 20:53:00,597,conference
CALL_02969,SYN_P_0809,SYN_P_0102,2025-03-12 14:55:00,230,conference
CALL_02970,SYN_P_0799,SYN_P_0456,2024-03-06 02:56:00,483,conference
CALL_02971,SYN_P_0332,SYN_P_0793,2025-03-09 01:56:00,1360,missed
CALL_02972,SYN_P_0821,SYN_P_0526,2025-09-17 08:36:00,976,missed
CALL_02973,SYN_P_0224,SYN_P_0171,2025-08-07 09:41:00,95,missed
CALL_02974,SYN_P_0473,SYN_P_0042,2025-07-17 11:15:00,1626,missed
CALL_02975,SYN_P_0068,SYN_P_0997,2024-01-23 12:34:00,489,missed
CALL_02976,SYN_P_0268,SYN_P_0689,2024-06-15 17:48:00,1464,conference
CALL_02977,SYN_P_0923,SYN_P_0109,2024-06-28 16:32:00,1151,voice
CALL_02978,SYN_P_0766,SYN_P_0205,2024-09-30 13:04:00,833,conference
CALL_02979,SYN_P_0292,SYN_P_0802,2025-11-07 13:05:00,42,missed
CALL_02980,SYN_P_0568,SYN_P_0359,2024-06-20 15:42:00,700,voice
CALL_02981,SYN_P_0138,SYN_P_0510,2025-08-02 14:10:00,1512,voice
CALL_02982,SYN_P_0699,SYN_P_0352,2025-08-07 18:27:00,1649,voice
CALL_02983,SYN_P_0288,SYN_P_0357,2024-06-13 16:29:00,887,conference
CALL_02984,SYN_P_0052,SYN_P_0933,2025-06-18 05:55:00,1643,missed
CALL_02985,SYN_P_0022,SYN_P_0290,2024-12-03 17:40:00,427,missed
CALL_02986,SYN_P_0473,SYN_P_1032,2025-03-10 01:20:00,413,conference
CALL_02987,SYN_P_0170,SYN_P_0009,2025-08-17 13:29:00,761,missed
CALL_02988,SYN_P_0491,SYN_P_0669,2024-05-03 00:07:00,1003,missed
CALL_02989,SYN_P_0693,SYN_P_0520,2025-07-03 14:26:00,1195,voice
CALL_02990,SYN_P_0707,SYN_P_0251,2024-02-07 20:42:00,353,conference
CALL_02991,SYN_P_0167,SYN_P_0624,2024-03-09 13:44:00,1674,voice
CALL_02992,SYN_P_0309,SYN_P_0501,2024-10-02 19:57:00,197,conference
CALL_02993,SYN_P_0677,SYN_P_0753,2025-12-03 05:47:00,1179,conference
CALL_02994,SYN_P_0025,SYN_P_0452,2025-05-08 12:31:00,1674,conference
CALL_02995,SYN_P_0930,SYN_P_0205,2025-12-18 15:58:00,1029,voice
CALL_02996,SYN_P_0996,SYN_P_0055,2024-10-06 23:28:00,86,missed
CALL_02997,SYN_P_0842,SYN_P_1025,2025-10-20 03:05:00,136,conference
CALL_02998,SYN_P_0622,SYN_P_0151,2024-07-07 16:46:00,539,conference
CALL_02999,SYN_P_0783,SYN_P_0010,2025-04-25 12:55:00,210,missed
CALL_03000,SYN_P_0519,SYN_P_0475,2025-04-12 03:22:00,447,voice
CALL_03001,SYN_P_0918,SYN_P_0789,2025-01-12 00:04:00,256,conference
CALL_03002,SYN_P_0929,SYN_P_0827,2025-10-28 06:57:00,971,conference
CALL_03003,SYN_P_0893,SYN_P_0125,2024-01-14 16:12:00,814,missed
CALL_03004,SYN_P_0460,SYN_P_0636,2025-04-17 17:30:00,1363,conference
CALL_03005,SYN_P_0932,SYN_P_0478,2024-04-26 13:12:00,1328,missed
CALL_03006,SYN_P_0485,SYN_P_0092,2024-11-27 12:49:00,482,voice
CALL_03007,SYN_P_0542,SYN_P_0861,2025-10-19 02:11:00,702,missed
CALL_03008,SYN_P_0541,SYN_P_0697,2024-06-18 09:20:00,1616,voice
CALL_03009,SYN_P_0619,SYN_P_0576,2024-03-03 21:34:00,1221,missed
CALL_03010,SYN_P_0899,SYN_P_0445,2024-06-19 11:48:00,1128,voice
CALL_03011,SYN_P_0706,SYN_P_0793,2024-01-29 10:45:00,1774,missed
CALL_03012,SYN_P_0593,SYN_P_0333,2025-12-05 08:44:00,125,missed
CALL_03013,SYN_P_0738,SYN_P_0613,2025-11-26 03:30:00,866,voice
CALL_03014,SYN_P_0216,SYN_P_0221,2024-03-15 14:26:00,1011,conference
CALL_03015,SYN_P_0969,SYN_P_0804,2025-03-22 15:00:00,940,missed
CALL_03016,SYN_P_0594,SYN_P_0720,2025-09-01 05:36:00,719,missed
CALL_03017,SYN_P_0307,SYN_P_0934,2024-08-08 22:19:00,360,missed
CALL_03018,SYN_P_0431,SYN_P_0607,2025-05-07 00:49:00,569,conference
CALL_03019,SYN_P_0051,SYN_P_0417,2024-01-16 04:05:00,1266,conference
CALL_03020,SYN_P_0529,SYN_P_0779,2025-05-23 02:03:00,1538,missed
CALL_03021,SYN_P_0024,SYN_P_0889,2025-07-05 21:28:00,1501,conference
CALL_03022,SYN_P_0373,SYN_P_0836,2024-04-08 13:33:00,467,conference
CALL_03023,SYN_P_0271,SYN_P_0840,2025-11-24 17:54:00,89,conference
CALL_03024,SYN_P_0907,SYN_P_0903,2025-10-26 09:52:00,919,conference
CALL_03025,SYN_P_0768,SYN_P_0960,2024-02-29 12:52:00,1570,conference
CALL_03026,SYN_P_0421,SYN_P_0833,2024-07-29 04:10:00,790,voice
CALL_03027,SYN_P_1018,SYN_P_0960,2024-09-24 14:05:00,1546,missed
CALL_03028,SYN_P_0143,SYN_P_0175,2024-03-21 08:28:00,916,voice
CALL_03029,SYN_P_0733,SYN_P_0253,2024-07-08 08:24:00,1154,conference
CALL_03030,SYN_P_0860,SYN_P_0354,2024-09-29 23:12:00,1373,voice
