relationship_id,source_id,source_type,relationship,target_id,target_type,timestamp,source_document,confidence,provenance,duration_sec,communication_type,subject,direction,amount,channel,is_anomaly,anomaly_type,purpose
CALL_13015,SYN_P_0441,Person,CALLED,SYN_P_0897,Person,2025-02-03 18:37:00,,1.0,synthetic,342.0,missed,,,,,,,
CALL_13016,SYN_P_0433,Person,CALLED,SYN_P_0579,Person,2024-01-12 03:20:00,,1.0,synthetic,1519.0,missed,,,,,,,
CALL_13017,SYN_P_0604,Person,CALLED,SYN_P_1010,Person,2025-06-04 23:57:00,,1.0,synthetic,782.0,voice,,,,,,,
CALL_13018,SYN_P_0682,Person,CALLED,SYN_P_0824,Person,2024-11-23 14:26:00,,1.0,synthetic,340.0,voice,,,,,,,
CALL_13019,SYN_P_0148,Person,CALLED,SYN_P_0138,Person,2024-08-25 06:22:00,,1.0,synthetic,1058.0,conference,,,,,,,
CALL_13020,SYN_P_0015,Person,CALLED,SYN_P_0140,Person,2024-05-03 00:44:00,,1.0,synthetic,979.0,missed,,,,,,,
CALL_13021,SYN_P_0059,Person,CALLED,SYN_P_0165,Person,2024-09-29 05:18:00,,1.0,synthetic,1734.0,missed,,,,,,,
CALL_13022,SYN_P_0949,Person,CALLED,SYN_P_0237,Person,2025-10-26 21:38:00,,1.0,synthetic,1229.0,missed,,,,,,,
CALL_13023,SYN_P_0829,Person,CALLED,SYN_P_1017,Person,2025-04-24 21:50:00,,1.0,synthetic,1317.0,conference,,,,,,,
CALL_13024,SYN_P_0897,Person,CALLED,SYN_P_0813,Person,2025-09-28 05:00:00,,1.0,synthetic,271.0,voice,,,,,,,
CALL_13025,SYN_P_0165,Person,CALLED,SYN_P_0923,Person,2025-12-13 12:57:00,,1.0,synthetic,1483.0,conference,,,,,,,
CALL_13026,SYN_P_0580,Person,CALLED,SYN_P_0529,Person,2025-03-28 08:09:00,,1.0,synthetic,241.0,missed,,,,,,,
CALL_13027,SYN_P_0774,Person,CALLED,SYN_P_0738,Person,2025-10-16 23:22:00,,1.0,synthetic,605.0,voice,,,,,,,
CALL_13028,SYN_P_0986,Person,CALLED,SYN_P_0688,Person,2024-09-24 12:34:00,,1.0,synthetic,620.0,conference,,,,,,,
CALL_13029,SYN_P_0153,Person,CALLED,SYN_P_0442,Person,2024-07-30 20:06:00,,1.0,synthetic,1123.0,voice,,,,,,,
CALL_13030,SYN_P_1036,Person,CALLED,SYN_P_0029,Person,2024-05-18 02:12:00,,1.0,synthetic,390.0,conference,,,,,,,
CALL_13031,SYN_P_0750,Person,CALLED,SYN_P_0721,Person,2025-02-01 05:26:00,,1.0,synthetic,1387.0,missed,,,,,,,
CALL_13032,SYN_P_0649,Person,CALLED,SYN_P_0917,Person,2024-10-02 13:21:00,,1.0,synthetic,685.0,voice,,,,,,,
CALL_13033,SYN_P_0800,Person,CALLED,SYN_P_0540,Person,2024-02-20 20:00:00,,1.0,synthetic,1663.0,missed,,,,,,,
CALL_13034,SYN_P_0222,Person,CALLED,SYN_P_0624,Person,2024-05-02 01:06:00,,1.0,synthetic,424.0,voice,,,,,,,
CALL_13035,SYN_P_0086,Person,CALLED,SYN_P_0543,Person,2025-09-20 05:44:00,,1.0,synthetic,1504.0,missed,,,,,,,
CALL_13036,SYN_P_0294,Person,CALLED,SYN_P_1021,Person,2025-03-29 01:18:00,,1.0,synthetic,133.0,conference,,,,,,,
CALL_13037,SYN_P_0538,Person,CALLED,SYN_P_0729,Person,2025-09-20 20:33:00,,1.0,synthetic,534.0,missed,,,,,,,
CALL_13038,SYN_P_0574,Person,CALLED,SYN_P_0433,Person,2024-04-07 21:11:00,,1.0,synthetic,1317.0,voice,,,,,,,
CALL_13039,SYN_P_0116,Person,CALLED,SYN_P_0488,Person,2024-09-14 00:44:00,,1.0,synthetic,884.0,missed,,,,,,,
CALL_13040,SYN_P_0204,Person,CALLED,SYN_P_0314,Person,2025-01-06 18:08:00,,1.0,synthetic,943.0,voice,,,,,,,
CALL_13041,SYN_P_0270,Person,CALLED,SYN_P_0831,Person,2024-11-22 08:43:00,,1.0,synthetic,419.0,missed,,,,,,,
CALL_13042,SYN_P_0067,Person,CALLED,SYN_P_0069,Person,2025-05-22 22:56:00,,1.0,synthetic,268.0,voice,,,,,,,
CALL_13043,SYN_P_0448,Person,CALLED,SYN_P_0171,Person,2024-09-25 16:20:00,,1.0,synthetic,1737.0,voice,,,,,,,
CALL_13044,SYN_P_0320,Person,CALLED,SYN_P_0902,Person,2025-09-22 19:34:00,,1.0,synthetic,222.0,missed,,,,,,,
CALL_13045,SYN_P_0522,Person,CALLED,SYN_P_0310,Person,2025-05-20 13:34:00,,1.0,synthetic,1449.0,voice,,,,,,,
CALL_13046,SYN_P_0179,Person,CALLED,SYN_P_0971,Person,2025-03-07 01:12:00,,1.0,synthetic,391.0,voice,,,,,,,
CALL_13047,SYN_P_0489,Person,CALLED,SYN_P_0246,Person,2025-04-23 04:50:00,,1.0,synthetic,1058.0,voice,,,,,,,
CALL_13048,SYN_P_0180,Person,CALLED,SYN_P_0445,Person,2024-09-06 12:07:00,,1.0,synthetic,1296.0,missed,,,,,,,
CALL_13049,SYN_P_0719,Person,CALLED,SYN_P_1006,Person,2024-02-08 05:26:00,,1.0,synthetic,429.0,missed,,,,,,,
CALL_13050,SYN_P_0059,Person,CALLED,SYN_P_0907,Person,2024-06-19 18:59:00,,1.0,synthetic,1513.0,conference,,,,,,,
CALL_13051,SYN_P_0192,Person,CALLED,SYN_P_0549,Person,2025-06-22 01:04:00,,1.0,synthetic,651.0,voice,,,,,,,
CALL_13052,SYN_P_0824,Person,CALLED,SYN_P_0298,Person,2025-10-02 08:16:00,,1.0,synthetic,1356.0,missed,,,,,,,
CALL_13053,SYN_P_0218,Person,CALLED,SYN_P_0952,Person,2024-10-03 01:02:00,,1.0,synthetic,257.0,missed,,,,,,,
CALL_13054,SYN_P_0644,Person,CALLED,SYN_P_0277,Person,2025-11-28 16:58:00,,1.0,synthetic,904.0,missed,,,,,,,
CALL_13055,SYN_P_0333,Person,CALLED,SYN_P_0519,Person,2025-07-22 07:36:00,,1.0,synthetic,1146.0,missed,,,,,,,
CALL_13056,SYN_P_0255,Person,CALLED,SYN_P_0314,Person,2025-08-09 15:04:00,,1.0,synthetic,154.0,missed,,,,,,,
CALL_13057,SYN_P_0722,Person,CALLED,SYN_P_0817,Person,2024-08-04 11:51:00,,1.0,synthetic,942.0,conference,,,,,,,
CALL_13058,SYN_P_0581,Person,CALLED,SYN_P_0330,Person,2024-03-13 19:22:00,,1.0,synthetic,1718.0,conference,,,,,,,
CALL_13059,SYN_P_0109,Person,CALLED,SYN_P_0460,Person,2024-06-23 03:53:00,,1.0,synthetic,823.0,voice,,,,,,,
CALL_13060,SYN_P_0085,Person,CALLED,SYN_P_0283,Person,2024-04-29 10:57:00,,1.0,synthetic,241.0,voice,,,,,,,
CALL_13061,SYN_P_0208,Person,CALLED,SYN_P_1004,Person,2024-02-18 21:14:00,,1.0,synthetic,634.0,voice,,,,,,,
CALL_13062,SYN_P_0594,Person,CALLED,SYN_P_1017,Person,2025-11-14 17:07:00,,1.0,synthetic,491.0,missed,,,,,,,
CALL_13063,SYN_P_0613,Person,CALLED,SYN_P_0101,Person,2025-06-28 03:27:00,,1.0,synthetic,297.0,voice,,,,,,,
CALL_13064,SYN_P_0949,Person,CALLED,SYN_P_0008,Person,2024-07-06 00:01:00,,1.0,synthetic,115.0,missed,,,,,,,
CALL_13065,SYN_P_0496,Person,CALLED,SYN_P_0990,Person,2024-03-22 19:27:00,,1.0,synthetic,1307.0,voice,,,,,,,
CALL_13066,SYN_P_0853,Person,CALLED,SYN_P_0466,Person,2024-06-30 12:06:00,,1.0,synthetic,886.0,voice,,,,,,,
CALL_13067,SYN_P_0647,Person,CALLED,SYN_P_0134,Person,2024-03-16 10:08:00,,1.0,synthetic,1721.0,missed,,,,,,,
CALL_13068,SYN_P_0981,Person,CALLED,SYN_P_0230,Person,2025-07-30 02:19:00,,1.0,synthetic,1364.0,missed,,,,,,,
CALL_13069,SYN_P_0890,Person,CALLED,SYN_P_1004,Person,2025-01-08 02:32:00,,1.0,synthetic,155.0,conference,,,,,,,
CALL_13070,SYN_P_0825,Person,CALLED,SYN_P_0788,Person,2024-03-14 23:37:00,,1.0,synthetic,849.0,missed,,,,,,,
CALL_13071,SYN_P_0693,Person,CALLED,SYN_P_0588,Person,2025-03-30 11:01:00,,1.0,synthetic,564.0,conference,,,,,,,
CALL_13072,SYN_P_0279,Person,CALLED,SYN_P_0588,Person,2025-05-11 23:11:00,,1.0,synthetic,139.0,missed,,,,,,,
CALL_13073,SYN_P_1039,Person,CALLED,SYN_P_0828,Person,2025-02-28 09:46:00,,1.0,synthetic,1765.0,missed,,,,,,,
CALL_13074,SYN_P_0455,Person,CALLED,SYN_P_1029,Person,2025-09-07 20:16:00,,1.0,synthetic,1164.0,conference,,,,,,,
CALL_13075,SYN_P_0600,Person,CALLED,SYN_P_0648,Person,2024-06-04 03:27:00,,1.0,synthetic,372.0,missed,,,,,,,
CALL_13076,SYN_P_0676,Person,CALLED,SYN_P_0364,Person,2025-12-19 15:49:00,,1.0,synthetic,871.0,missed,,,,,,,
CALL_13077,SYN_P_0911,Person,CALLED,SYN_P_0487,Person,2024-06-07 03:16:00,,1.0,synthetic,722.0,missed,,,,,,,
CALL_13078,SYN_P_0353,Person,CALLED,SYN_P_0648,Person,2025-01-28 00:40:00,,1.0,synthetic,208.0,conference,,,,,,,
CALL_13079,SYN_P_0955,Person,CALLED,SYN_P_0436,Person,2024-09-22 20:44:00,,1.0,synthetic,201.0,voice,,,,,,,
CALL_13080,SYN_P_0310,Person,CALLED,SYN_P_0778,Person,2024-06-08 03:04:00,,1.0,synthetic,1152.0,missed,,,,,,,
CALL_13081,SYN_P_0759,Person,CALLED,SYN_P_0049,Person,2025-07-23 05:39:00,,1.0,synthetic,459.0,missed,,,,,,,
CALL_13082,SYN_P_0668,Person,CALLED,SYN_P_0699,Person,2025-08-29 21:23:00,,1.0,synthetic,1549.0,conference,,,,,,,
CALL_13083,SYN_P_1007,Person,CALLED,SYN_P_0993,Person,2024-04-02 07:26:00,,1.0,synthetic,22.0,missed,,,,,,,
CALL_13084,SYN_P_0753,Person,CALLED,SYN_P_0772,Person,2024-09-24 08:51:00,,1.0,synthetic,909.0,conference,,,,,,,
CALL_13085,SYN_P_0484,Person,CALLED,SYN_P_0620,Person,2024-09-14 03:51:00,,1.0,synthetic,1692.0,missed,,,,,,,
CALL_13086,SYN_P_0375,Person,CALLED,SYN_P_0422,Person,2025-06-07 15:42:00,,1.0,synthetic,1282.0,voice,,,,,,,
CALL_13087,SYN_P_0972,Person,CALLED,SYN_P_0024,Person,2024-01-24 22:52:00,,1.0,synthetic,699.0,voice,,,,,,,
CALL_13088,SYN_P_0716,Person,CALLED,SYN_P_0169,Person,2024-11-01 09:49:00,,1.0,synthetic,827.0,voice,,,,,,,
CALL_13089,SYN_P_0976,Person,CALLED,SYN_P_0361,Person,2025-04-21 22:44:00,,1.0,synthetic,1113.0,missed,,,,,,,
CALL_13090,SYN_P_0241,Person,CALLED,SYN_P_1038,Person,2024-09-24 19:29:00,,1.0,synthetic,221.0,voice,,,,,,,
CALL_13091,SYN_P_0527,Person,CALLED,SYN_P_0022,Person,2025-02-01 22:40:00,,1.0,synthetic,1509.0,conference,,,,,,,
CALL_13092,SYN_P_0957,Person,CALLED,SYN_P_0530,Person,2024-08-13 16:07:00,,1.0,synthetic,865.0,voice,,,,,,,
CALL_13093,SYN_P_0711,Person,CALLED,SYN_P_0639,Person,2025-11-12 02:02:00,,1.0,synthetic,259.0,voice,,,,,,,
CALL_13094,SYN_P_0141,Person,CALLED,SYN_P_0770,Person,2024-07-01 19:26:00,,1.0,synthetic,987.0,missed,,,,,,,
CALL_13095,SYN_P_0932,Person,CALLED,SYN_P_0393,Person,2024-12-17 03:27:00,,1.0,synthetic,1472.0,voice,,,,,,,
CALL_13096,SYN_P_0068,Person,CALLED,SYN_P_0051,Person,2025-09-03 16:01:00,,1.0,synthetic,214.0,voice,,,,,,,
CALL_13097,SYN_P_0458,Person,CALLED,SYN_P_0891,Person,2025-05-18 00:30:00,,1.0,synthetic,338.0,conference,,,,,,,
CALL_13098,SYN_P_0962,Person,CALLED,SYN_P_0581,Person,2024-01-15 06:30:00,,1.0,synthetic,365.0,conference,,,,,,,
CALL_13099,SYN_P_0398,Person,CALLED,SYN_P_0474,Person,2025-06-06 09:58:00,,1.0,synthetic,347.0,voice,,,,,,,
CALL_13100,SYN_P_0654,Person,CALLED,SYN_P_0520,Person,2025-06-28 04:25:00,,1.0,synthetic,1243.0,missed,,,,,,,
CALL_13101,SYN_P_0483,Person,CALLED,SYN_P_0440,Person,2025-03-24 13:58:00,,1.0,synthetic,821.0,voice,,,,,,,
CALL_13102,SYN_P_0923,Person,CALLED,SYN_P_0591,Person,2024-04-13 01:39:00,,1.0,synthetic,825.0,conference,,,,,,,
CALL_13103,SYN_P_0254,Person,CALLED,SYN_P_0649,Person,2025-04-21 01:41:00,,1.0,synthetic,682.0,missed,,,,,,,
CALL_13104,SYN_P_0209,Person,CALLED,SYN_P_0397,Person,2025-09-16 00:03:00,,1.0,synthetic,1561.0,conference,,,,,,,
CALL_13105,SYN_P_0106,Person,CALLED,SYN_P_0637,Person,2025-11-19 02:03:00,,1.0,synthetic,1343.0,missed,,,,,,,
CALL_13106,SYN_P_0239,Person,CALLED,SYN_P_0014,Person,2025-02-26 18:29:00,,1.0,synthetic,398.0,missed,,,,,,,
CALL_13107,SYN_P_0281,Person,CALLED,SYN_P_0657,Person,2025-01-13 07:58:00,,1.0,synthetic,825.0,missed,,,,,,,
CALL_13108,SYN_P_0429,Person,CALLED,SYN_P_0410,Person,2024-12-21 16:55:00,,1.0,synthetic,1642.0,missed,,,,,,,
CALL_13109,SYN_P_0977,Person,CALLED,SYN_P_0190,Person,2025-10-14 03:28:00,,1.0,synthetic,906.0,conference,,,,,,,
CALL_13110,SYN_P_0738,Person,CALLED,SYN_P_0394,Person,2025-01-29 20:07:00,,1.0,synthetic,1228.0,conference,,,,,,,
CALL_13111,SYN_P_0554,Person,CALLED,SYN_P_0046,Person,2025-01-28 09:41:00,,1.0,synthetic,1537.0,missed,,,,,,,
CALL_13112,SYN_P_0952,Person,CALLED,SYN_P_0303,Person,2025-11-13 19:59:00,,1.0,synthetic,1278.0,missed,,,,,,,
CALL_13113,SYN_P_0316,Person,CALLED,SYN_P_0050,Person,2024-07-21 05:25:00,,1.0,synthetic,1038.0,missed,,,,,,,
CALL_13114,SYN_P_0151,Person,CALLED,SYN_P_0609,Person,2024-01-01 15:00:00,,1.0,synthetic,69.0,conference,,,,,,,
CALL_13115,SYN_P_0584,Person,CALLED,SYN_P_0772,Person,2025-01-08 15:36:00,,1.0,synthetic,127.0,conference,,,,,,,
CALL_13116,SYN_P_1019,Person,CALLED,SYN_P_0206,Person,2025-11-21 21:24:00,,1.0,synthetic,503.0,missed,,,,,,,
CALL_13117,SYN_P_0226,Person,CALLED,SYN_P_0691,Person,2025-10-17 09:20:00,,1.0,synthetic,1551.0,missed,,,,,,,
CALL_13118,SYN_P_0305,Person,CALLED,SYN_P_0555,Person,2025-06-13 09:06:00,,1.0,synthetic,350.0,voice,,,,,,,
CALL_13119,SYN_P_0800,Person,CALLED,SYN_P_0599,Person,2024-08-28 03:01:00,,1.0,synthetic,1348.0,voice,,,,,,,
CALL_13120,SYN_P_0192,Person,CALLED,SYN_P_0228,Person,2024-03-14 09:16:00,,1.0,synthetic,1095.0,voice,,,,,,,
CALL_13121,SYN_P_0668,Person,CALLED,SYN_P_0517,Person,2025-04-09 01:00:00,,1.0,synthetic,293.0,voice,,,,,,,
CALL_13122,SYN_P_0168,Person,CALLED,SYN_P_0281,Person,2024-06-12 20:11:00,,1.0,synthetic,1671.0,conference,,,,,,,
CALL_13123,SYN_P_0747,Person,CALLED,SYN_P_0638,Person,2025-09-07 12:04:00,,1.0,synthetic,523.0,voice,,,,,,,
CALL_13124,SYN_P_0507,Person,CALLED,SYN_P_0220,Person,2025-11-19 21:01:00,,1.0,synthetic,1185.0,conference,,,,,,,
CALL_13125,SYN_P_0517,Person,CALLED,SYN_P_0303,Person,2025-09-29 14:31:00,,1.0,synthetic,880.0,conference,,,,,,,
CALL_13126,SYN_P_0093,Person,CALLED,SYN_P_0208,Person,2025-11-11 00:52:00,,1.0,synthetic,976.0,voice,,,,,,,
CALL_13127,SYN_P_0769,Person,CALLED,SYN_P_0107,Person,2025-04-25 03:11:00,,1.0,synthetic,488.0,voice,,,,,,,
CALL_13128,SYN_P_0958,Person,CALLED,SYN_P_0126,Person,2024-06-28 21:51:00,,1.0,synthetic,1247.0,conference,,,,,,,
CALL_13129,SYN_P_0484,Person,CALLED,SYN_P_0777,Person,2024-11-27 01:14:00,,1.0,synthetic,1255.0,conference,,,,,,,
CALL_13130,SYN_P_0833,Person,CALLED,SYN_P_0695,Person,2024-04-01 11:27:00,,1.0,synthetic,551.0,conference,,,,,,,
CALL_13131,SYN_P_0444,Person,CALLED,SYN_P_0836,Person,2024-12-31 06:08:00,,1.0,synthetic,900.0,voice,,,,,,,
CALL_13132,SYN_P_0781,Person,CALLED,SYN_P_0114,Person,2025-05-17 04:54:00,,1.0,synthetic,659.0,conference,,,,,,,
CALL_13133,SYN_P_0698,Person,CALLED,SYN_P_0369,Person,2024-04-18 16:44:00,,1.0,synthetic,1226.0,voice,,,,,,,
CALL_13134,SYN_P_0341,Person,CALLED,SYN_P_0811,Person,2025-11-21 14:28:00,,1.0,synthetic,274.0,voice,,,,,,,
CALL_13135,SYN_P_0654,Person,CALLED,SYN_P_0563,Person,2024-01-17 10:33:00,,1.0,synthetic,624.0,missed,,,,,,,
CALL_13136,SYN_P_0850,Person,CALLED,SYN_P_0120,Person,2024-12-26 08:56:00,,1.0,synthetic,1680.0,conference,,,,,,,
CALL_13137,SYN_P_0056,Person,CALLED,SYN_P_0897,Person,2024-12-25 14:26:00,,1.0,synthetic,695.0,missed,,,,,,,
CALL_13138,SYN_P_0861,Person,CALLED,SYN_P_0099,Person,2024-01-23 09:49:00,,1.0,synthetic,1543.0,missed,,,,,,,
CALL_13139,SYN_P_0943,Person,CALLED,SYN_P_0521,Person,2024-03-27 12:11:00,,1.0,synthetic,1319.0,missed,,,,,,,
CALL_13140,SYN_P_0896,Person,CALLED,SYN_P_0718,Person,2025-07-10 07:49:00,,1.0,synthetic,572.0,missed,,,,,,,
CALL_13141,SYN_P_0312,Person,CALLED,SYN_P_0642,Person,2025-05-09 21:03:00,,1.0,synthetic,1200.0,voice,,,,,,,
CALL_13142,SYN_P_0506,Person,CALLED,SYN_P_0519,Person,2025-07-08 22:48:00,,1.0,synthetic,1182.0,missed,,,,,,,
CALL_13143,SYN_P_0632,Person,CALLED,SYN_P_0833,Person,2024-03-28 20:41:00,,1.0,synthetic,30.0,voice,,,,,,,
CALL_13144,SYN_P_0363,Person,CALLED,SYN_P_0031,Person,2025-10-07 13:09:00,,1.0,synthetic,884.0,missed,,,,,,,
CALL_13145,SYN_P_0799,Person,CALLED,SYN_P_0744,Person,2024-10-20 06:01:00,,1.0,synthetic,161.0,conference,,,,,,,
CALL_13146,SYN_P_1020,Person,CALLED,SYN_P_0766,Person,2025-05-07 07:08:00,,1.0,synthetic,1178.0,missed,,,,,,,
CALL_13147,SYN_P_0273,Person,CALLED,SYN_P_0970,Person,2025-01-19 17:31:00,,1.0,synthetic,281.0,voice,,,,,,,
CALL_13148,SYN_P_0475,Person,CALLED,SYN_P_0616,Person,2024-06-26 21:13:00,,1.0,synthetic,1747.0,voice,,,,,,,
CALL_13149,SYN_P_0493,Person,CALLED,SYN_P_0589,Person,2024-12-12 23:40:00,,1.0,synthetic,1324.0,missed,,,,,,,
CALL_13150,SYN_P_0048,Person,CALLED,SYN_P_0494,Person,2025-11-02 18:41:00,,1.0,synthetic,717.0,voice,,,,,,,
CALL_13151,SYN_P_0804,Person,CALLED,SYN_P_0854,Person,2025-06-29 07:14:00,,1.0,synthetic,998.0,missed,,,,,,,
CALL_13152,SYN_P_0468,Person,CALLED,SYN_P_0133,Person,2025-07-11 10:40:00,,1.0,synthetic,1336.0,conference,,,,,,,
CALL_13153,SYN_P_0213,Person,CALLED,SYN_P_0387,Person,2025-01-17 20:34:00,,1.0,synthetic,797.0,conference,,,,,,,
CALL_13154,SYN_P_0473,Person,CALLED,SYN_P_0482,Person,2024-07-04 18:04:00,,1.0,synthetic,1011.0,missed,,,,,,,
CALL_13155,SYN_P_0813,Person,CALLED,SYN_P_0181,Person,2025-07-02 00:45:00,,1.0,synthetic,465.0,conference,,,,,,,
CALL_13156,SYN_P_1028,Person,CALLED,SYN_P_0576,Person,2024-05-31 13:59:00,,1.0,synthetic,1631.0,voice,,,,,,,
CALL_13157,SYN_P_0940,Person,CALLED,SYN_P_0311,Person,2024-08-04 15:46:00,,1.0,synthetic,712.0,voice,,,,,,,
CALL_13158,SYN_P_0358,Person,CALLED,SYN_P_0666,Person,2025-12-01 09:09:00,,1.0,synthetic,644.0,conference,,,,,,,
CALL_13159,SYN_P_0243,Person,CALLED,SYN_P_0716,Person,2024-10-31 02:50:00,,1.0,synthetic,387.0,missed,,,,,,,
CALL_13160,SYN_P_0887,Person,CALLED,SYN_P_0107,Person,2025-07-03 00:06:00,,1.0,synthetic,1772.0,voice,,,,,,,
CALL_13161,SYN_P_0221,Person,CALLED,SYN_P_0012,Person,2025-04-26 19:30:00,,1.0,synthetic,738.0,missed,,,,,,,
CALL_13162,SYN_P_0353,Person,CALLED,SYN_P_0072,Person,2025-07-24 05:16:00,,1.0,synthetic,24.0,conference,,,,,,,
CALL_13163,SYN_P_0512,Person,CALLED,SYN_P_0809,Person,2024-03-18 11:31:00,,1.0,synthetic,132.0,conference,,,,,,,
CALL_13164,SYN_P_0995,Person,CALLED,SYN_P_0529,Person,2024-11-08 12:35:00,,1.0,synthetic,713.0,voice,,,,,,,
CALL_13165,SYN_P_0822,Person,CALLED,SYN_P_0201,Person,2025-12-10 09:58:00,,1.0,synthetic,948.0,voice,,,,,,,
CALL_13166,SYN_P_0420,Person,CALLED,SYN_P_0275,Person,2024-02-16 03:38:00,,1.0,synthetic,953.0,missed,,,,,,,
CALL_13167,SYN_P_0149,Person,CALLED,SYN_P_0232,Person,2024-12-15 02:37:00,,1.0,synthetic,634.0,conference,,,,,,,
CALL_13168,SYN_P_0882,Person,CALLED,SYN_P_0696,Person,2025-10-18 11:36:00,,1.0,synthetic,1230.0,missed,,,,,,,
CALL_13169,SYN_P_0231,Person,CALLED,SYN_P_0025,Person,2024-12-20 18:46:00,,1.0,synthetic,401.0,voice,,,,,,,
CALL_13170,SYN_P_0282,Person,CALLED,SYN_P_0335,Person,2025-01-12 07:19:00,,1.0,synthetic,26.0,voice,,,,,,,
CALL_13171,SYN_P_0997,Person,CALLED,SYN_P_0456,Person,2024-08-21 05:53:00,,1.0,synthetic,1165.0,voice,,,,,,,
CALL_13172,SYN_P_0654,Person,CALLED,SYN_P_0660,Person,2025-03-24 23:09:00,,1.0,synthetic,448.0,voice,,,,,,,
CALL_13173,SYN_P_0293,Person,CALLED,SYN_P_0533,Person,2025-08-17 08:31:00,,1.0,synthetic,1020.0,missed,,,,,,,
CALL_13174,SYN_P_0020,Person,CALLED,SYN_P_0009,Person,2025-02-24 07:29:00,,1.0,synthetic,33.0,missed,,,,,,,
CALL_13175,SYN_P_0500,Person,CALLED,SYN_P_0919,Person,2024-05-27 00:51:00,,1.0,synthetic,1797.0,missed,,,,,,,
CALL_13176,SYN_P_0144,Person,CALLED,SYN_P_0240,Person,2025-06-29 06:19:00,,1.0,synthetic,1102.0,missed,,,,,,,
CALL_13177,SYN_P_0460,Person,CALLED,SYN_P_0859,Person,2024-03-14 05:40:00,,1.0,synthetic,864.0,conference,,,,,,,
CALL_13178,SYN_P_0476,Person,CALLED,SYN_P_0542,Person,2024-02-28 06:02:00,,1.0,synthetic,780.0,voice,,,,,,,
CALL_13179,SYN_P_0414,Person,CALLED,SYN_P_0075,Person,2024-03-08 04:56:00,,1.0,synthetic,735.0,missed,,,,,,,
CALL_13180,SYN_P_0382,Person,CALLED,SYN_P_0478,Person,2025-06-28 03:44:00,,1.0,synthetic,441.0,voice,,,,,,,
CALL_13181,SYN_P_0927,Person,CALLED,SYN_P_0234,Person,2024-09-05 06:01:00,,1.0,synthetic,484.0,voice,,,,,,,
CALL_13182,SYN_P_0253,Person,CALLED,SYN_P_0838,Person,2025-12-09 03:18:00,,1.0,synthetic,263.0,missed,,,,,,,
CALL_13183,SYN_P_0281,Person,CALLED,SYN_P_0851,Person,2024-04-05 08:54:00,,1.0,synthetic,1369.0,missed,,,,,,,
CALL_13184,SYN_P_0683,Person,CALLED,SYN_P_0631,Person,2024-05-16 02:50:00,,1.0,synthetic,608.0,missed,,,,,,,
CALL_13185,SYN_P_0265,Person,CALLED,SYN_P_0505,Person,2024-11-15 18:53:00,,1.0,synthetic,724.0,voice,,,,,,,
CALL_13186,SYN_P_0202,Person,CALLED,SYN_P_0646,Person,2025-08-13 13:45:00,,1.0,synthetic,120.0,voice,,,,,,,
CALL_13187,SYN_P_0445,Person,CALLED,SYN_P_0345,Person,2025-03-14 06:38:00,,1.0,synthetic,1676.0,missed,,,,,,,
CALL_13188,SYN_P_0628,Person,CALLED,SYN_P_0812,Person,2025-11-30 02:09:00,,1.0,synthetic,1182.0,voice,,,,,,,
CALL_13189,SYN_P_1012,Person,CALLED,SYN_P_0176,Person,2025-05-24 21:41:00,,1.0,synthetic,745.0,conference,,,,,,,
CALL_13190,SYN_P_0147,Person,CALLED,SYN_P_0471,Person,2025-11-11 06:26:00,,1.0,synthetic,131.0,voice,,,,,,,
CALL_13191,SYN_P_0720,Person,CALLED,SYN_P_0926,Person,2025-10-27 18:27:00,,1.0,synthetic,1795.0,conference,,,,,,,
CALL_13192,SYN_P_0034,Person,CALLED,SYN_P_1013,Person,2025-02-26 03:22:00,,1.0,synthetic,225.0,missed,,,,,,,
CALL_13193,SYN_P_0857,Person,CALLED,SYN_P_0966,Person,2024-11-22 00:09:00,,1.0,synthetic,1281.0,voice,,,,,,,
CALL_13194,SYN_P_0892,Person,CALLED,SYN_P_0451,Person,2025-03-14 06:37:00,,1.0,synthetic,1531.0,conference,,,,,,,
CALL_13195,SYN_P_0675,Person,CALLED,SYN_P_1008,Person,2024-09-26 16:20:00,,1.0,synthetic,81.0,voice,,,,,,,
CALL_13196,SYN_P_0106,Person,CALLED,SYN_P_0422,Person,2025-04-05 20:15:00,,1.0,synthetic,354.0,voice,,,,,,,
CALL_13197,SYN_P_0127,Person,CALLED,SYN_P_0620,Person,2024-05-20 02:41:00,,1.0,synthetic,262.0,missed,,,,,,,
CALL_13198,SYN_P_0855,Person,CALLED,SYN_P_0183,Person,2024-12-19 00:26:00,,1.0,synthetic,1113.0,conference,,,,,,,
CALL_13199,SYN_P_0466,Person,CALLED,SYN_P_0500,Person,2024-04-16 21:59:00,,1.0,synthetic,453.0,conference,,,,,,,
CALL_13200,SYN_P_0882,Person,CALLED,SYN_P_0408,Person,2025-02-24 20:47:00,,1.0,synthetic,1197.0,voice,,,,,,,
CALL_13201,SYN_P_0441,Person,CALLED,SYN_P_0663,Person,2024-07-14 15:46:00,,1.0,synthetic,1544.0,missed,,,,,,,
CALL_13202,SYN_P_0404,Person,CALLED,SYN_P_0999,Person,2024-06-11 16:58:00,,1.0,synthetic,110.0,missed,,,,,,,
CALL_13203,SYN_P_0204,Person,CALLED,SYN_P_0952,Person,2025-08-02 13:01:00,,1.0,synthetic,401.0,conference,,,,,,,
